GEOCODE_MALLA_2010,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
250mN101900E200775,11,49.2,6,5,83.3,,,,,7,,,63.6,,,,,,,6.2,176,,6,,,54.5,,
250mN101900E201175,22,36.8,14,8,57.1,15,7,31.8,4,18,0,18.2,81.8,0,22.2,22.2,22.2,0,,6.2,352,112,12,,,54.5,,
250mN101900E201200,15,41.8,9,6,66.7,10,5,33.3,,11,,,73.3,,,,,,,6.2,240,80,9,0,6,60,0,40
250mN101900E201825,14,28.7,8,6,75,,,,6,8,0,42.9,57.1,0,75,75,75,0,,6.2,224,,12,,,85.7,,
250mN101900E201925,96,34.8,49,47,95.9,86,10,10.4,21,69,6,21.9,71.9,6.2,39.1,39.1,39.1,28.6,350,6.2,1536,160,75,9,12,78.1,9.4,12.5
250mN101900E201950,34,28.5,16,18,112.5,29,5,14.7,11,23,0,32.4,67.6,0,47.8,47.8,47.8,0,,6.2,544,80,30,,,88.2,,
250mN101900E202325,14,38.3,7,7,100,5,9,64.3,,10,,,71.4,,,,,,,6.2,224,144,3,0,11,21.4,0,78.6
250mN101900E202350,36,32.9,18,18,100,17,19,52.8,10,23,3,27.8,63.9,8.3,56.5,56.5,56.5,30,333.3,6.2,576,304,18,,,50,,
250mN101925E156150,123,41.3,71,52,73.2,105,18,14.6,15,91,17,12.2,74,13.8,35.2,35.2,35.2,113.3,88.2,6.2,1968,288,92,7,24,74.8,5.7,19.5
250mN101925E156175,338,42.4,194,144,74.2,275,63,18.6,45,229,64,13.3,67.8,18.9,47.6,47.6,47.6,142.2,70.3,6.2,5408,1008,201,27,110,59.5,8,32.5
250mN101925E169200,28,47.1,13,15,115.4,15,13,46.4,,23,,,82.1,,,,,,,5.7,491.1,228,9,5,14,32.1,17.9,50
250mN101925E169225,275,42.7,138,137,99.3,83,192,69.8,15,217,43,5.5,78.9,15.6,26.7,26.7,26.7,286.7,34.9,6,4584.6,3200.9,15,52,208,5.5,18.9,75.6
250mN101925E169250,618,43.6,333,285,85.6,294,324,52.4,54,430,134,8.7,69.6,21.7,43.7,43.7,43.7,248.1,40.3,6.2,9888,5184,213,71,334,34.5,11.5,54
250mN101925E169300,693,37.1,354,339,95.8,374,319,46,64,587,42,9.2,84.7,6.1,18.1,18.1,18.1,65.6,152.4,6.2,11088,5104,172,172,349,24.8,24.8,50.4
250mN101925E169325,438,33.5,241,197,81.7,238,200,45.7,77,333,28,17.6,76,6.4,31.5,31.5,31.5,36.4,275,6.2,7008,3200,170,59,209,38.8,13.5,47.7
250mN101925E169750,112,34.8,50,62,124,102,10,8.9,23,81,8,20.5,72.3,7.1,38.3,38.3,38.3,34.8,287.5,6.2,1792,160,98,,,87.5,,
250mN101925E169775,500,36.4,257,243,94.6,415,85,17,93,363,44,18.6,72.6,8.8,37.7,37.7,37.7,47.3,211.4,6.2,8000,1360,362,40,98,72.4,8,19.6
250mN101925E169800,299,37.5,155,144,92.9,247,52,17.4,49,212,38,16.4,70.9,12.7,41,41,41,77.6,128.9,6.2,4784,832,213,15,71,71.2,5,23.7
250mN101925E169825,69,44.1,35,34,97.1,58,11,15.9,6,50,13,8.7,72.5,18.8,38,38,38,216.7,46.2,6.2,1104,176,58,0,11,84.1,0,15.9
250mN101925E169900,17,46.3,6,11,183.3,,,,,10,,,58.8,,,,,,,6.2,272,,16,,,94.1,,
250mN101925E169925,18,35.6,7,11,157.1,10,8,44.4,,14,,,77.8,,,,,,,6.2,288,128,9,,,50,,
250mN101925E169950,19,47.3,10,9,90,19,0,0,0,15,4,0,78.9,21.1,26.7,26.7,26.7,,0,6.2,304,0,18,,,94.7,,
250mN101925E169975,15,34,7,8,114.3,,,,4,11,0,26.7,73.3,0,36.4,36.4,36.4,0,,6.2,240,,9,,,60,,
250mN101925E170000,17,35.1,8,9,112.5,17,0,0,,13,,,76.5,,,,,,,6.2,272,0,12,,,70.6,,
250mN101925E170550,13,43.5,4,9,225,4,9,69.2,,9,,,69.2,,,,,,,6.2,208,144,,,10,,,76.9
250mN101925E170750,54,39.1,25,29,116,,,,8,39,7,14.8,72.2,13,38.5,38.5,38.5,87.5,114.3,6.2,864,,49,,,90.7,,
250mN101925E170925,93,44.8,47,46,97.9,89,4,4.3,10,62,21,10.8,66.7,22.6,50,50,50,210,47.6,6.2,1488,64,88,0,5,94.6,0,5.4
250mN101925E170950,22,56.5,15,7,46.7,22,0,0,0,14,8,0,63.6,36.4,57.1,57.1,57.1,,0,6.2,352,0,21,,,95.5,,
250mN101925E172150,253,43.3,125,128,102.4,138,115,45.5,25,192,36,9.9,75.9,14.2,31.8,31.8,31.8,144,69.4,6.2,4048,1840,110,16,127,43.5,6.3,50.2
250mN101925E172175,125,41.9,61,64,104.9,65,60,48,15,94,16,12,75.2,12.8,33,33,33,106.7,93.8,6.2,2000,960,48,5,72,38.4,4,57.6
250mN101925E199475,10,46.7,7,3,42.9,10,0,0,,8,,,80,,,,,,,6.2,160,0,7,,,70,,
250mN101925E199925,27,38.7,12,15,125,27,0,0,7,12,8,25.9,44.4,29.6,125,125,125,114.3,87.5,6.2,432,0,26,,,96.3,,
250mN101925E200275,16,33.1,9,7,77.8,7,9,56.2,,10,,,62.5,,,,,,,6.2,256,144,9,0,7,56.2,0,43.8
250mN101925E200325,23,27.4,13,10,76.9,4,19,82.6,6,17,0,26.1,73.9,0,35.3,35.3,35.3,0,,6.2,368,304,5,0,18,21.7,0,78.3
250mN101925E200375,22,35.1,10,12,120,,,,,14,,,63.6,,,,,,,6.2,352,,21,,,95.5,,
250mN101925E200400,51,35.2,19,32,168.4,48,3,5.9,,41,,,80.4,,,,,,,6.2,816,48,46,,,90.2,,
250mN101925E200425,29,37.9,15,14,93.3,18,11,37.9,,23,,,79.3,,,,,,,6.2,464,176,17,,,58.6,,
250mN101925E200450,84,39.4,46,38,82.6,69,15,17.9,13,62,9,15.5,73.8,10.7,35.5,35.5,35.5,69.2,144.4,6.2,1344,240,65,4,15,77.4,4.8,17.9
250mN101925E200475,12,44.5,7,5,71.4,,,,,9,,,75,,,,,,,6.2,192,,,,11,,,91.7
250mN101925E200550,17,46.3,7,10,142.9,17,0,0,,11,,,64.7,,,,,,,6.2,272,0,17,0,0,100,0,0
250mN101925E200600,18,35.6,7,11,157.1,14,4,22.2,,16,,,88.9,,,,,,,6.2,288,64,13,,,72.2,,
250mN101925E200625,22,30,13,9,69.2,15,7,31.8,8,14,0,36.4,63.6,0,57.1,57.1,57.1,0,,6.2,352,112,9,8,5,40.9,36.4,22.7
250mN101925E200675,29,40.4,15,14,93.3,22,7,24.1,7,18,4,24.1,62.1,13.8,61.1,61.1,61.1,57.1,175,6.2,464,112,18,,,62.1,,
250mN101925E200700,13,43.9,7,6,85.7,8,5,38.5,,11,,,84.6,,,,,,,6.2,208,80,6,0,7,46.2,0,53.8
250mN101925E201875,25,39.7,12,13,108.3,20,5,20,4,18,3,16,72,12,38.9,38.9,38.9,75,133.3,6.2,400,80,19,,,76,,
250mN101925E201900,11,40.6,4,7,175,8,3,27.3,,8,,,72.7,,,,,,,6.2,176,48,6,,,54.5,,
250mN101925E201925,72,35.4,38,34,89.5,59,13,18.1,,59,,,81.9,,,,,,,6.2,1152,208,50,8,14,69.4,11.1,19.4
250mN101925E201950,23,40.4,12,11,91.7,,,,4,16,3,17.4,69.6,13,43.8,43.8,43.8,75,133.3,6.2,368,,18,,,78.3,,
250mN101925E201975,10,50.5,5,5,100,6,4,40,0,7,3,0,70,30,42.9,42.9,42.9,,0,6.2,160,64,4,,,40,,
250mN101950E169200,68,48.8,42,26,61.9,37,31,45.6,4,46,18,5.9,67.6,26.5,47.8,47.8,47.8,450,22.2,6.2,1088,496,7,27,34,10.3,39.7,50
250mN101950E169225,599,39.2,314,285,90.8,307,292,48.7,76,454,69,12.7,75.8,11.5,31.9,31.9,31.9,90.8,110.1,6.2,9584,4672,145,136,318,24.2,22.7,53.1
250mN101950E169250,256,38.3,123,133,108.1,99,157,61.3,27,198,31,10.5,77.3,12.1,29.3,29.3,29.3,114.8,87.1,6.2,4096,2512,46,46,164,18,18,64.1
250mN101950E169275,47,37.7,27,20,74.1,25,22,46.8,4,36,7,8.5,76.6,14.9,30.6,30.6,30.6,175,57.1,6.2,752,352,18,7,22,38.3,14.9,46.8
250mN101950E169725,50,36.1,28,22,78.6,46,4,8,,39,,,78,,,,,,,6.2,800,64,39,4,7,78,8,14
250mN101950E169750,309,36.5,155,154,99.4,275,34,11,58,220,31,18.8,71.2,10,40.5,40.5,40.5,53.4,187.1,6.2,4944,544,250,11,48,80.9,3.6,15.5
250mN101950E169775,359,39.8,189,170,89.9,299,60,16.7,45,265,49,12.5,73.8,13.6,35.5,35.5,35.5,108.9,91.8,6.2,5744,960,259,28,72,72.1,7.8,20.1
250mN101950E169800,466,36.3,241,225,93.4,372,94,20.2,83,343,40,17.8,73.6,8.6,35.9,35.9,35.9,48.2,207.5,6.2,7456,1504,319,32,115,68.5,6.9,24.7
250mN101950E169825,200,31.1,104,96,92.3,159,41,20.5,43,151,6,21.5,75.5,3,32.5,32.5,32.5,14,716.7,6.2,3200,656,141,14,45,70.5,7,22.5
250mN101950E169875,12,37.2,6,6,100,,,,,9,,,75,,,,,,,6.2,192,,11,,,91.7,,
250mN101950E169900,17,44.6,8,9,112.5,14,3,17.6,,11,,,64.7,,,,,,,6.2,272,48,14,0,3,82.4,0,17.6
250mN101950E169925,79,36.7,41,38,92.7,76,3,3.8,14,57,8,17.7,72.2,10.1,38.6,38.6,38.6,57.1,175,6.2,1264,48,71,,,89.9,,
250mN101950E169975,50,44.8,28,22,78.6,39,11,22,8,31,11,16,62,22,61.3,61.3,61.3,137.5,72.7,6.2,800,176,32,5,13,64,10,26
250mN101950E170200,17,39.4,9,8,88.9,7,10,58.8,,14,,,82.4,,,,,,,6.2,272,160,9,0,8,52.9,0,47.1
250mN101950E170575,15,35.6,7,8,114.3,15,0,0,4,8,3,26.7,53.3,20,87.5,87.5,87.5,75,133.3,6.2,240,0,14,,,93.3,,
250mN101950E170600,33,33.6,17,16,94.1,25,8,24.2,,23,,,69.7,,,,,,,6.2,528,128,24,,,72.7,,
250mN101950E170650,29,39.2,12,17,141.7,29,0,0,5,20,4,17.2,69,13.8,45,45,45,80,125,6.2,464,0,27,,,93.1,,
250mN101950E170675,66,41.2,32,34,106.2,52,14,21.2,11,41,14,16.7,62.1,21.2,61,61,61,127.3,78.6,6.2,1056,224,51,0,15,77.3,0,22.7
250mN101950E170700,59,40.2,28,31,110.7,56,3,5.1,11,36,12,18.6,61,20.3,63.9,63.9,63.9,109.1,91.7,6.2,944,48,55,,,93.2,,
250mN101950E170725,48,45.2,26,22,84.6,40,8,16.7,5,33,10,10.4,68.8,20.8,45.5,45.5,45.5,200,50,6.2,768,128,32,4,12,66.7,8.3,25
250mN101950E170750,17,46,8,9,112.5,,,,,12,,,70.6,,,,,,,6.2,272,,15,,,88.2,,
250mN101950E170775,72,40.8,38,34,89.5,69,3,4.2,7,52,13,9.7,72.2,18.1,38.5,38.5,38.5,185.7,53.8,6.2,1152,48,65,,,90.3,,
250mN101950E170925,36,50.8,17,19,111.8,33,3,8.3,4,21,11,11.1,58.3,30.6,71.4,71.4,71.4,275,36.4,6.2,576,48,34,,,94.4,,
250mN101950E171050,46,46.1,23,23,100,36,10,21.7,3,36,7,6.5,78.3,15.2,27.8,27.8,27.8,233.3,42.9,6.2,736,160,34,0,12,73.9,0,26.1
250mN101950E172125,105,43.4,56,49,87.5,47,58,55.2,9,83,13,8.6,79,12.4,26.5,26.5,26.5,144.4,69.2,6.2,1680,928,42,6,57,40,5.7,54.3
250mN101950E172150,205,43,98,107,109.2,110,95,46.3,31,137,37,15.1,66.8,18,49.6,49.6,49.6,119.4,83.8,6.2,3280,1520,83,16,106,40.5,7.8,51.7
250mN101950E172175,50,39.3,24,26,108.3,26,24,48,8,38,4,16,76,8,31.6,31.6,31.6,50,200,6.2,800,384,18,6,26,36,12,52
250mN101950E199850,15,26.2,10,5,50,8,7,46.7,4,11,0,26.7,73.3,0,36.4,36.4,36.4,0,,6.2,240,112,8,0,7,53.3,0,46.7
250mN101950E199875,125,34.9,63,62,98.4,93,32,25.6,22,94,9,17.6,75.2,7.2,33,33,33,40.9,244.4,6.2,2000,512,86,10,29,68.8,8,23.2
250mN101950E199900,44,41.3,20,24,120,25,19,43.2,4,35,5,9.1,79.5,11.4,25.7,25.7,25.7,125,80,6.2,704,304,23,3,18,52.3,6.8,40.9
250mN101950E200300,15,45.6,7,8,114.3,6,9,60,0,12,3,0,80,20,25,25,25,,0,6.2,240,144,,,8,,,53.3
250mN101950E200350,16,47.1,6,10,166.7,8,8,50,,12,,,75,,,,,,,6.2,256,128,,,8,,,50
250mN101950E200375,49,37.9,25,24,96,37,12,24.5,10,31,8,20.4,63.3,16.3,58.1,58.1,58.1,80,125,6.2,784,192,36,,,73.5,,
250mN101950E200400,59,41.2,30,29,96.7,50,9,15.3,6,45,8,10.2,76.3,13.6,31.1,31.1,31.1,133.3,75,6.2,944,144,43,5,11,72.9,8.5,18.6
250mN101950E200425,35,36.1,15,20,133.3,29,6,17.1,5,30,0,14.3,85.7,0,16.7,16.7,16.7,0,,6.2,560,96,29,,,82.9,,
250mN101950E200450,89,33.4,49,40,81.6,74,15,16.9,17,67,5,19.1,75.3,5.6,32.8,32.8,32.8,29.4,340,6.2,1424,240,69,7,13,77.5,7.9,14.6
250mN101950E200550,36,38.8,19,17,89.5,31,5,13.9,5,26,5,13.9,72.2,13.9,38.5,38.5,38.5,100,100,6.2,576,80,31,,,86.1,,
250mN101950E200600,45,42.9,21,24,114.3,40,5,11.1,6,28,11,13.3,62.2,24.4,60.7,60.7,60.7,183.3,54.5,6.2,720,80,34,3,8,75.6,6.7,17.8
250mN101950E200625,32,40.8,17,15,88.2,,,,7,17,8,21.9,53.1,25,88.2,88.2,88.2,114.3,87.5,6.2,512,,29,0,3,90.6,0,9.4
250mN101950E200650,38,37.8,17,21,123.5,31,7,18.4,8,27,3,21.1,71.1,7.9,40.7,40.7,40.7,37.5,266.7,6.2,608,112,30,,,78.9,,
250mN101950E200675,21,43.3,12,9,75,11,10,47.6,,16,,,76.2,,,,,,,6.2,336,160,5,5,11,23.8,23.8,52.4
250mN101950E201825,13,29,7,6,85.7,13,0,0,,11,,,84.6,,,,,,,6.2,208,0,12,,,92.3,,
250mN101950E201850,21,48.4,11,10,90.9,21,0,0,,13,,,61.9,,,,,,,6.2,336,0,15,6,0,71.4,28.6,0
250mN101950E201900,60,36.8,38,22,57.9,53,7,11.7,13,40,7,21.7,66.7,11.7,50,50,50,53.8,185.7,6.2,960,112,44,9,7,73.3,15,11.7
250mN101950E201925,136,32.5,68,68,100,98,38,27.9,36,97,3,26.5,71.3,2.2,40.2,40.2,40.2,8.3,1200,6.2,2176,608,78,18,40,57.4,13.2,29.4
250mN101975E169150,121,55.6,62,59,95.2,44,77,63.6,,66,,,54.5,,,,,,,6.2,1936,1232,3,39,79,2.5,32.2,65.3
250mN101975E169175,56,37,29,27,93.1,20,36,64.3,,51,,,91.1,,,,,,,6.2,896,576,5,11,40,8.9,19.6,71.4
250mN101975E169200,52,39.1,24,28,116.7,8,44,84.6,6,42,4,11.5,80.8,7.7,23.8,23.8,23.8,66.7,150,6.2,832,704,7,5,40,13.5,9.6,76.9
250mN101975E169300,25,39,12,13,108.3,11,14,56,,22,,,88,,,,,,,6.2,400,224,3,4,18,12,16,72
250mN101975E169325,49,43.4,24,25,104.2,14,35,71.4,7,35,7,14.3,71.4,14.3,40,40,40,100,100,6.2,784,560,4,9,36,8.2,18.4,73.5
250mN101975E169375,85,34.4,42,43,102.4,7,78,91.8,8,70,7,9.4,82.4,8.2,21.4,21.4,21.4,87.5,114.3,6.2,1360,1248,3,5,77,3.5,5.9,90.6
250mN101975E169750,45,40.6,20,25,125,36,9,20,8,29,8,17.8,64.4,17.8,55.2,55.2,55.2,100,100,6.2,720,144,38,,,84.4,,
250mN101975E169775,300,34.5,137,163,119,191,109,36.3,43,248,9,14.3,82.7,3,21,21,21,20.9,477.8,6.2,4800,1744,129,24,147,43,8,49
250mN101975E169800,746,35.8,377,369,97.9,563,183,24.5,115,590,41,15.4,79.1,5.5,26.4,26.4,26.4,35.7,280.5,6.2,11936,2928,428,72,246,57.4,9.7,33
250mN101975E169825,80,36.4,46,34,73.9,73,7,8.8,16,57,7,20,71.2,8.8,40.4,40.4,40.4,43.8,228.6,6.2,1280,112,49,16,15,61.2,20,18.8
250mN101975E169850,27,50.2,13,14,107.7,14,13,48.1,3,16,8,11.1,59.3,29.6,68.8,68.8,68.8,266.7,37.5,6.2,432,208,13,0,14,48.1,0,51.9
250mN101975E169875,62,41.3,32,30,93.8,46,16,25.8,7,48,7,11.3,77.4,11.3,29.2,29.2,29.2,100,100,6.2,992,256,40,5,17,64.5,8.1,27.4
250mN101975E169900,72,34.8,36,36,100,59,13,18.1,14,55,3,19.4,76.4,4.2,30.9,30.9,30.9,21.4,466.7,6.2,1152,208,51,5,16,70.8,6.9,22.2
250mN101975E169925,82,36.1,34,48,141.2,79,3,3.7,13,60,9,15.9,73.2,11,36.7,36.7,36.7,69.2,144.4,6.2,1312,48,78,0,4,95.1,0,4.9
250mN101975E170000,14,35.7,8,6,75,7,7,50,,9,,,64.3,,,,,,,6.2,224,112,,,8,,,57.1
250mN101975E170225,48,30,22,26,118.2,30,18,37.5,,31,,,64.6,,,,,,,6.2,768,288,29,,,60.4,,
250mN101975E170350,66,43.2,33,33,100,63,3,4.5,9,42,15,13.6,63.6,22.7,57.1,57.1,57.1,166.7,60,6.2,1056,48,62,,,93.9,,
250mN101975E170375,97,39.5,51,46,90.2,81,16,16.5,12,71,14,12.4,73.2,14.4,36.6,36.6,36.6,116.7,85.7,6.2,1552,256,79,0,18,81.4,0,18.6
250mN101975E170400,50,40.2,25,25,100,,,,7,35,8,14,70,16,42.9,42.9,42.9,114.3,87.5,6.2,800,,47,,,94,,
250mN101975E170600,15,45.3,6,9,150,15,0,0,,7,,,46.7,,,,,,,6.2,240,0,14,,,93.3,,
250mN101975E170625,101,34.6,49,52,106.1,,,,22,68,11,21.8,67.3,10.9,48.5,48.5,48.5,50,200,6.2,1616,,95,3,3,94.1,3,3
250mN101975E170650,81,37.6,41,40,97.6,77,4,4.9,16,55,10,19.8,67.9,12.3,47.3,47.3,47.3,62.5,160,6.2,1296,64,70,,,86.4,,
250mN101975E170675,86,37.5,39,47,120.5,86,0,0,13,64,9,15.1,74.4,10.5,34.4,34.4,34.4,69.2,144.4,6.2,1376,0,80,6,0,93,7,0
250mN101975E170700,106,36.8,50,56,112,103,3,2.8,23,65,18,21.7,61.3,17,63.1,63.1,63.1,78.3,127.8,6.2,1696,48,103,0,3,97.2,0,2.8
250mN101975E170775,34,42.6,19,15,78.9,34,0,0,,29,,,85.3,,,,,,,6.2,544,0,33,,,97.1,,
250mN101975E170925,26,34.6,13,13,100,22,4,15.4,,21,,,80.8,,,,,,,6.2,416,64,21,0,5,80.8,0,19.2
250mN101975E170975,17,55.9,8,9,112.5,3,14,82.4,0,11,6,0,64.7,35.3,54.5,54.5,54.5,,0,6.2,272,224,,,14,,,82.4
250mN101975E171025,90,40.1,38,52,136.8,83,7,7.8,9,70,11,10,77.8,12.2,28.6,28.6,28.6,122.2,81.8,6.2,1440,112,78,4,8,86.7,4.4,8.9
250mN101975E171350,19,45.2,12,7,58.3,,,,,13,,,68.4,,,,,,,6.2,304,,16,,,84.2,,
250mN101975E172300,29,54.7,12,17,141.7,,,,,16,,,55.2,,,,,,,6.1,472.8,,22,3,4,75.9,10.3,13.8
250mN101975E199825,50,34.9,34,16,47.1,21,29,58,,40,,,80,,,,,,,6.2,800,464,12,6,32,24,12,64
250mN101975E199850,97,35.9,44,53,120.5,84,13,13.4,7,85,5,7.2,87.6,5.2,14.1,14.1,14.1,71.4,140,6.2,1552,208,58,22,17,59.8,22.7,17.5
250mN101975E199875,205,40,117,88,75.2,174,31,15.1,25,150,30,12.2,73.2,14.6,36.7,36.7,36.7,120,83.3,6.2,3280,496,143,31,31,69.8,15.1,15.1
250mN101975E199900,137,36.4,67,70,104.5,119,18,13.1,24,98,15,17.5,71.5,10.9,39.8,39.8,39.8,62.5,160,6.2,2192,288,105,12,20,76.6,8.8,14.6
250mN101975E199925,11,34.6,5,6,120,,,,,8,,,72.7,,,,,,,6.2,176,,8,,,72.7,,
250mN101975E200425,35,44.8,15,20,133.3,25,10,28.6,4,23,8,11.4,65.7,22.9,52.2,52.2,52.2,200,50,6.2,560,160,24,,,68.6,,
250mN101975E200550,16,37.2,10,6,60,6,10,62.5,,12,,,75,,,,,,,6.2,256,160,7,0,9,43.8,0,56.2
250mN101975E200625,61,39.7,33,28,84.8,31,30,49.2,11,45,5,18,73.8,8.2,35.6,35.6,35.6,45.5,220,6.2,976,480,27,4,30,44.3,6.6,49.2
250mN101975E200650,10,41.5,3,7,233.3,,,,,8,,,80,,,,,,,6.2,160,,7,,,70,,
